GROUP,CODE,NAME,YEAR,ANTIGEN,ANTIGEN_DESCRIPTION,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,TARGET_NUMBER,DOSES,COVERAGE
Countries,ALB,Albania,2018,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,94
Countries,ALB,Albania,2017,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
Countries,ALB,Albania,2017,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,ALB,Albania,2016,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
Countries,ALB,Albania,2016,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,ALB,Albania,2015,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,ALB,Albania,2015,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
Countries,ALB,Albania,2014,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,ALB,Albania,2014,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,ALB,Albania,2013,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
Countries,ALB,Albania,2013,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
Countries,ALB,Albania,2012,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,ALB,Albania,2012,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
Countries,ALB,Albania,2011,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
Countries,ALB,Albania,2011,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
Countries,ALB,Albania,2010,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,ALB,Albania,2010,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
Countries,ALB,Albania,2009,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
Countries,ALB,Albania,2009,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,ALB,Albania,2008,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,ALB,Albania,2008,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,ALB,Albania,2007,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
Countries,ALB,Albania,2007,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,ALB,Albania,2006,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,ALB,Albania,2006,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,94
Countries,ALB,Albania,2005,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
Countries,ALB,Albania,2005,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,97
Countries,ALB,Albania,2004,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
Countries,ALB,Albania,2004,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
Countries,ALB,Albania,2003,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
Countries,ALB,Albania,2003,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
Countries,ALB,Albania,2002,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
Countries,ALB,Albania,2002,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
Countries,ALB,Albania,2001,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,90
Countries,ALB,Albania,2001,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,ALB,Albania,2000,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,
Countries,ALB,Albania,2000,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,DZA,Algeria,2018,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1090227,840921,77.13
Countries,DZA,Algeria,2018,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1090227,871944,79.98
Countries,DZA,Algeria,2017,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1022355,943540,92
Countries,DZA,Algeria,2017,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1047907,924669,88
Countries,DZA,Algeria,2016,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1022171,965439,94
Countries,DZA,Algeria,2016,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,1142382,1098885,96
Countries,DZA,Algeria,2015,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1017367,949440,93
Countries,DZA,Algeria,2015,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,796602,759300,94.78
Countries,DZA,Algeria,2014,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,787246,748700,95
Countries,DZA,Algeria,2014,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,987760,923694,93.51
Countries,DZA,Algeria,2013,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,DZA,Algeria,2013,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,856971,776289,91
Countries,DZA,Algeria,2012,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,836069,750734,90
Countries,DZA,Algeria,2012,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,695684,658480,95
Countries,DZA,Algeria,2011,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,796266,668878,84
Countries,DZA,Algeria,2011,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,DZA,Algeria,2010,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,766963,676909,88
Countries,DZA,Algeria,2010,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,DZA,Algeria,2009,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,884496,809498,92
Countries,DZA,Algeria,2009,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,DZA,Algeria,2008,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,643341,616305,96
Countries,DZA,Algeria,2008,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,724703,639493,88
Countries,DZA,Algeria,2007,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,635468,604699,95
Countries,DZA,Algeria,2007,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,677924,621120,92
Countries,DZA,Algeria,2006,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,655400,599450,91
Countries,DZA,Algeria,2006,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,630837,616788,98
Countries,DZA,Algeria,2005,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,627562,519229,83
Countries,DZA,Algeria,2005,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,686100,646149,94
Countries,DZA,Algeria,2004,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,686100,646149,94
Countries,DZA,Algeria,2004,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,603164,486466,81
Countries,DZA,Algeria,2003,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,717053,686685,96
Countries,DZA,Algeria,2003,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,581431,489119,84
Countries,DZA,Algeria,2002,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,756820,700613,93
Countries,DZA,Algeria,2002,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,582830,474571,81
Countries,DZA,Algeria,2001,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,739216,538884,73
Countries,DZA,Algeria,2001,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,561359,435528,78
Countries,DZA,Algeria,2000,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,,,
Countries,DZA,Algeria,2000,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,,,
Countries,DZA,Algeria,2018,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,80
Countries,DZA,Algeria,2018,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,77
Countries,DZA,Algeria,2017,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,95
Countries,DZA,Algeria,2017,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,98
Countries,DZA,Algeria,2016,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,95
Countries,DZA,Algeria,2016,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,98
Countries,DZA,Algeria,2015,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,100
Countries,DZA,Algeria,2015,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,95
Countries,DZA,Algeria,2014,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,100
Countries,DZA,Algeria,2014,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,95
Countries,DZA,Algeria,2013,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,95
Countries,DZA,Algeria,2013,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,93
Countries,DZA,Algeria,2012,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,95
Countries,DZA,Algeria,2012,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,DZA,Algeria,2011,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,96
Countries,DZA,Algeria,2011,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,95
Countries,DZA,Algeria,2010,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,95
Countries,DZA,Algeria,2010,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,95
Countries,DZA,Algeria,2009,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,98
Countries,DZA,Algeria,2009,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,
Countries,DZA,Algeria,2008,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,88
Countries,DZA,Algeria,2008,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,96
Countries,DZA,Algeria,2007,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,95
Countries,DZA,Algeria,2007,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,92
Countries,DZA,Algeria,2006,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,98
Countries,DZA,Algeria,2006,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,91
Countries,DZA,Algeria,2005,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,94
Countries,DZA,Algeria,2005,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,83
Countries,DZA,Algeria,2004,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,81
Countries,DZA,Algeria,2004,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,94
Countries,DZA,Algeria,2003,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,96
Countries,DZA,Algeria,2003,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,84
Countries,DZA,Algeria,2002,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,81
Countries,DZA,Algeria,2002,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,93
Countries,DZA,Algeria,2001,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,83
Countries,DZA,Algeria,2001,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,DZA,Algeria,2000,MCV2,"Measles-containing vaccine, 2nd dose",OFFICIAL,Official coverage,,,
Countries,DZA,Algeria,2000,MCV1,"Measles-containing vaccine, 1st dose",OFFICIAL,Official coverage,,,80
Countries,DZA,Algeria,2019,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,77
Countries,DZA,Algeria,2019,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,80
Countries,DZA,Algeria,2018,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,80
Countries,DZA,Algeria,2018,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,77
Countries,DZA,Algeria,2017,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,92
Countries,DZA,Algeria,2017,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,88
Countries,DZA,Algeria,2016,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
Countries,DZA,Algeria,2016,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,94
Countries,DZA,Algeria,2015,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,DZA,Algeria,2015,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
Countries,DZA,Algeria,2014,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,99
Countries,DZA,Algeria,2014,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,DZA,Algeria,2013,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,DZA,Algeria,2013,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
Countries,DZA,Algeria,2012,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,DZA,Algeria,2012,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,DZA,Algeria,2011,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,DZA,Algeria,2011,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
Countries,DZA,Algeria,2010,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,DZA,Algeria,2010,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,DZA,Algeria,2009,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,DZA,Algeria,2009,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,92
Countries,DZA,Algeria,2008,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
Countries,DZA,Algeria,2008,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,88
Countries,DZA,Algeria,2007,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,95
Countries,DZA,Algeria,2007,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,92
Countries,DZA,Algeria,2006,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,91
Countries,DZA,Algeria,2006,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,98
Countries,DZA,Algeria,2005,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,83
Countries,DZA,Algeria,2005,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,94
Countries,DZA,Algeria,2004,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,94
Countries,DZA,Algeria,2004,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,81
Countries,DZA,Algeria,2003,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,96
Countries,DZA,Algeria,2003,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,84
Countries,DZA,Algeria,2002,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,81
Countries,DZA,Algeria,2002,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,93
Countries,DZA,Algeria,2001,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,73
Countries,DZA,Algeria,2001,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,83
Countries,DZA,Algeria,2000,MCV1,"Measles-containing vaccine, 1st dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,80
Countries,DZA,Algeria,2000,MCV2,"Measles-containing vaccine, 2nd dose",WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,,,78
Countries,ASM,American Samoa,2011,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1078,832,77
Countries,ASM,American Samoa,2011,MCV2,"Measles-containing vaccine, 2nd dose",ADMIN,Administrative coverage,995,651,65
Countries,ASM,American Samoa,2008,MCV1,"Measles-containing vaccine, 1st dose",ADMIN,Administrative coverage,1219,1051,86
